City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
151,dryden,42.4909,-76.2972,-0.4,79,100,4.47,US,1707831443
152,susaki,33.4008,133.283,8.83,87,0,2.14,JP,1707831444
153,khandyga,62.6478,135.5751,-34.39,100,100,0.12,RU,1707831445
154,rexburg,43.8235,-111.787,-2.27,83,40,0.0,US,1707831446
155,cill airne,52.0598,-9.5081,9.99,93,40,4.12,IE,1707831447
156,kupang,-10.1632,123.6018,26.23,100,75,1.54,ID,1707831448
157,guerrero negro,27.971,-114.0364,15.24,51,0,3.26,MX,1707831448
158,aioun,16.6598,-9.6179,37.65,4,0,5.39,MR,1707831450
159,'ohonua,-21.3413,-174.9561,27.04,83,68,10.76,TO,1707831450
160,ribeira grande,37.8225,-25.5195,18.23,99,20,9.77,PT,1707831451
161,luanda,-8.8273,13.244,31.02,74,40,5.66,AO,1707831452
162,cabo san lucas,22.8939,-109.9201,16.84,84,0,4.12,MX,1707831419
163,kilindoni,-7.9114,39.6672,28.66,76,100,3.95,TZ,1707831454
164,midvagur,62.0491,-7.1892,6.51,75,60,3.09,FO,1707831454
165,moroto,-18.7223,-65.517,13.42,75,100,2.19,BO,1707831455
166,san antonio de pale,-1.4046,5.6326,29.39,73,100,2.53,GQ,1707831456
167,vilyuchinsk,52.9318,158.4054,-16.69,83,98,2.74,RU,1707831457
168,vila franca do campo,37.7172,-25.4335,18.27,99,73,11.1,PT,1707831457
169,taseyevo,51.5638,116.6598,-16.92,92,100,1.81,RU,1707831458
170,isafjordur,66.0727,-23.1194,-0.95,74,75,1.54,IS,1707831459
171,hawaiian paradise park,19.585,-154.9731,17.66,72,0,3.6,US,1707831459
172,kazanskoye,57.1485,49.1274,-15.91,97,86,3.51,RU,1707831460
173,guiren,22.9672,120.2938,21.0,59,20,1.54,TW,1707831461
174,mount isa,-20.729,139.4932,25.92,83,40,4.12,AU,1707831462
175,demopolis,32.5178,-87.8368,4.97,87,0,2.57,US,1707831462
176,zhezqazghan,47.8043,67.7146,-9.01,86,75,4.0,KZ,1707831463
177,pacific grove,36.6211,-121.9178,9.68,89,0,4.12,US,1707831464
178,rancharia,-22.2295,-50.8922,33.25,36,79,3.8,BR,1707831465
179,ancud,-41.8682,-73.8287,13.68,58,9,0.99,CL,1707831465
180,awjilah,29.1403,21.2975,16.01,55,90,5.42,LY,1707831467
181,illizi,26.5042,8.4799,23.82,20,0,7.03,DZ,1707831468
182,samarinda,-0.5018,117.1393,25.21,89,99,1.68,ID,1707831468
183,sitka,57.0525,-135.3376,0.9,86,0,0.0,US,1707831469
184,birao,10.2962,22.781,39.6,7,100,1.7,CF,1707831470
185,ciudad lazaro cardenas,20.4622,-97.6991,14.66,80,73,0.63,MX,1707831471
186,twon-brass,4.3105,6.2411,30.01,75,36,7.07,NG,1707831471
187,la'ie,21.6438,-157.9244,21.98,91,3,1.88,US,1707831472
188,portland,45.5202,-122.6742,4.89,96,100,2.57,US,1707831149
189,north battleford,52.7812,-108.2991,-7.84,73,100,3.6,CA,1707831000
190,mar del plata,-37.9977,-57.5483,19.39,54,75,5.81,AR,1707831475
191,laojunmiao,33.3841,114.8906,12.71,72,0,3.57,CN,1707831476
192,zimapan,20.7369,-99.3819,10.52,68,91,0.61,MX,1707831477
193,dzhubga,44.3171,38.7044,12.11,68,100,4.32,RU,1707831477
194,okhotsk,59.3644,143.2411,-21.6,99,100,1.62,RU,1707831478
195,luderitz,-26.65,15.1573,24.45,62,81,10.21,NA,1707831479
196,bay harbor,30.1471,-85.6146,10.04,75,100,8.23,US,1707831479
197,cannonvale,-20.2822,148.6895,27.9,84,93,3.64,AU,1707831480
198,priozersk,46.0315,73.6901,-9.15,90,65,3.93,KZ,1707831481
199,ust-nera,64.5664,143.2378,-41.55,97,67,0.91,RU,1707831482
200,rabo de peixe,37.8083,-25.5851,18.08,99,20,9.77,PT,1707831483
201,ubari,43.0563,141.9739,3.05,90,6,3.55,JP,1707831484
202,suntar,62.1575,117.6463,-26.93,97,100,2.51,RU,1707831485
203,opuwo,-18.055,13.8387,32.76,34,41,4.93,NA,1707831486
204,mhamid,30.1284,-6.8834,28.15,15,18,3.54,MA,1707831487
205,puerto aysen,-45.4068,-72.6977,19.65,50,100,1.03,CL,1707831488
206,liwale,-9.8022,37.9157,25.24,89,100,0.83,TZ,1707831489
207,harper,41.3625,-92.051,0.06,74,93,1.7,US,1707831489
208,malmberget,67.1761,20.6589,-22.7,84,75,1.03,SE,1707831490
209,nuuk,64.175,-51.7355,-12.6,72,20,9.26,GL,1707831491
210,mount pearl,47.5189,-52.8145,-0.5,87,100,5.14,CA,1707831492
211,saint-philippe,45.3584,-73.479,-1.46,92,100,3.09,CA,1707831493
212,fort mcmurray,56.7292,-111.3885,-10.23,85,75,4.12,CA,1707831494
213,remire-montjoly,4.905,-52.2772,29.0,79,75,7.2,GF,1707831495
214,uturoa,-16.7437,-151.4594,25.58,84,100,11.13,PF,1707831496
215,mankono,8.0577,-6.1898,39.25,19,6,2.03,CI,1707831497
216,dno,57.8288,29.9611,-3.77,85,100,4.86,RU,1707831497
217,mana,43.0818,0.9505,17.38,41,12,1.6,FR,1707831498
218,harstad,68.9297,16.5209,-4.3,78,100,6.89,NO,1707831499
219,ndungu,-4.3797,38.0588,31.61,47,83,2.64,TZ,1707831500
220,caleta de carquin,-11.0918,-77.6283,25.41,76,8,2.95,PE,1707831500
221,taoudenni,22.6762,-3.9805,34.65,12,0,6.46,ML,1707831502
222,sao vicente,-23.9604,-46.3847,34.0,43,0,4.63,BR,1707831503
223,semey,50.405,80.2492,-15.97,78,0,3.0,KZ,1707831504
224,zhob,31.3397,69.4477,13.26,18,0,2.34,PK,1707831504
225,bothaville,-27.3889,26.6167,35.82,14,68,3.57,ZA,1707831505
226,port elizabeth,-33.9617,25.6208,24.06,64,0,10.8,ZA,1707831506
227,coquimbo,-29.9532,-71.338,17.93,100,100,2.06,CL,1707831507
228,bardai,21.355,17.0005,24.78,14,0,5.59,TD,1707831508
229,kodiak,57.79,-152.4072,3.73,93,100,12.86,US,1707831202
230,port hedland,-20.3112,118.5801,29.02,79,1,3.09,AU,1707831509
231,carnarvon,-24.8826,113.6576,26.43,65,0,10.09,AU,1707831510
232,lebu,-37.61,-73.6559,18.26,60,5,6.02,CL,1707831511
233,praia da vitoria,38.7392,-27.1563,13.68,94,75,6.94,PT,1707831512
234,howard springs,-12.497,131.047,28.79,93,100,4.5,AU,1707831512
235,asia,44.7169,11.3376,16.19,79,10,1.89,IT,1707831514
236,borzya,50.3852,116.5331,-24.74,98,12,0.65,RU,1707831514
237,vershino-darasunskiy,52.366,115.5509,-14.79,68,100,3.2,RU,1707831515
238,puan,35.7631,115.0234,13.22,63,3,2.95,CN,1707831516
239,tazacorte,28.6429,-17.9326,21.38,68,0,3.09,ES,1707831517
240,sinop,42.0266,35.1512,17.96,48,40,2.06,TR,1707831517
241,kloulklubed,7.0415,134.2565,25.18,79,87,10.53,PW,1707831518
242,kerikeri,-35.2273,173.9491,16.49,88,20,0.21,NZ,1707831519
243,alice springs,-23.6984,133.8813,30.75,25,75,3.6,AU,1707831520
244,prince george,53.9129,-122.7454,-9.68,85,20,0.0,CA,1707831520
245,krynica-zdroj,49.4206,20.9594,5.93,22,100,5.08,PL,1707831521
246,sechura,-5.5575,-80.8223,26.51,71,98,4.38,PE,1707831522
247,la passe,46.2035,-1.4601,11.08,87,71,8.72,FR,1707831523
248,aldama,22.9196,-98.0742,15.79,38,100,1.06,MX,1707831523
249,nacala,-14.5583,40.6864,24.84,94,100,5.14,MZ,1707831524
250,gobabis,-22.4495,18.9725,31.16,27,65,6.02,NA,1707831525
251,karsun,54.1971,46.9793,-8.82,94,88,3.0,RU,1707831526
252,kayangel,8.0822,134.719,26.97,80,27,10.51,PW,1707831526
253,khvoynaya,58.8961,34.5122,-12.27,93,70,3.27,RU,1707831527
254,dhidhdhoo,6.889,73.1134,28.02,74,50,5.63,MV,1707831528
255,andrews,32.3187,-102.5457,2.97,60,0,3.6,US,1707831529
256,haukipudas,65.1764,25.3532,-12.7,75,55,5.69,FI,1707831529
257,kingston,17.9712,-76.7928,27.17,92,75,3.6,JM,1707831530
258,alesund,62.7671,6.1688,5.08,59,85,5.02,NO,1707831531
259,broome,-17.9567,122.224,29.94,74,40,4.63,AU,1707831532
260,ambodifotatra,-19.1786,48.8769,27.1,82,100,3.55,MG,1707831532
261,qandala,11.4719,49.8734,26.62,74,21,2.64,SO,1707831533
262,dashiqiao,40.6348,122.5043,4.36,83,100,2.62,CN,1707831534
263,castillos,-34.2003,-53.8608,19.67,52,100,6.92,UY,1707831535
264,kormilovka,55.0029,74.0938,-13.47,87,100,5.96,RU,1707830939
265,necochea,-38.5545,-58.7393,17.78,53,0,6.64,AR,1707831537
266,mejit,10.2843,170.8699,26.43,75,100,7.16,MH,1707831537
267,rey bouba,8.6712,14.1768,40.65,6,88,2.22,CM,1707831538
268,tam ky,15.5674,108.4842,21.96,86,95,1.4,VN,1707831539
269,avarua,-21.2075,-159.7708,22.99,94,76,0.51,CK,1707831540
270,vila velha,-20.3297,-40.292,30.53,72,20,3.6,BR,1707831540
